Title,Name,Link
Sayonara,Sayonara,/wiki/Sayonara
Will Success Spoil Rock Hunter?,Will Success Spoil Rock Hunter?,/wiki/Will_Success_Spoil_Rock_Hunter%3F
1958,1958 in film,/wiki/1958_in_film
Auntie Mame,Auntie Mame (film),/wiki/Auntie_Mame_(film)
Houseboat,Houseboat (film),/wiki/Houseboat_(film)
The Matchmaker,The Matchmaker (1958 film),/wiki/The_Matchmaker_(1958_film)
Paris Holiday,Paris Holiday,/wiki/Paris_Holiday
Teacher's Pet,Teacher's Pet (1958 film),/wiki/Teacher%27s_Pet_(1958_film)
The Tunnel of Love,The Tunnel of Love,/wiki/The_Tunnel_of_Love
1959,1959 in film,/wiki/1959_in_film
Alias Jesse James,Alias Jesse James,/wiki/Alias_Jesse_James
A Bucket of Blood,A Bucket of Blood,/wiki/A_Bucket_of_Blood
"Have Rocket, Will Travel","Have Rocket, Will Travel","/wiki/Have_Rocket,_Will_Travel"
Pillow Talk,Pillow Talk (film),/wiki/Pillow_Talk_(film)
The Shaggy Dog,The Shaggy Dog (1959 film),/wiki/The_Shaggy_Dog_(1959_film)
Some Like It Hot,Some Like It Hot,/wiki/Some_Like_It_Hot
1960,1960 in film,/wiki/1960_in_film
The Apartment,The Apartment,/wiki/The_Apartment
The Bellboy,The Bellboy,/wiki/The_Bellboy
Cinderfella,Cinderfella,/wiki/Cinderfella
It Started in Naples,It Started in Naples,/wiki/It_Started_in_Naples
The Little Shop of Horrors,The Little Shop of Horrors,/wiki/The_Little_Shop_of_Horrors
North to Alaska,North to Alaska,/wiki/North_to_Alaska
Ocean's Eleven,Ocean's Eleven (1960 film),/wiki/Ocean%27s_Eleven_(1960_film)
Where the Boys Are,Where the Boys Are,/wiki/Where_the_Boys_Are
1961,1961 in film,/wiki/1961_in_film
The Absent-Minded Professor,The Absent-Minded Professor,/wiki/The_Absent-Minded_Professor
All Hands on Deck,All Hands on Deck (1961 film),/wiki/All_Hands_on_Deck_(1961_film)
Bachelor in Paradise (film),Bachelor in Paradise (film),/wiki/Bachelor_in_Paradise_(film)
Blue Hawaii,Blue Hawaii,/wiki/Blue_Hawaii
Breakfast at Tiffany's,Breakfast at Tiffany's (film),/wiki/Breakfast_at_Tiffany%27s_(film)
Come September,Come September,/wiki/Come_September
Cry for Happy,Cry for Happy,/wiki/Cry_for_Happy
The Errand Boy,The Errand Boy,/wiki/The_Errand_Boy
Everything's Ducky,Everything's Ducky,/wiki/Everything%27s_Ducky
Gidget Goes Hawaiian,Gidget Goes Hawaiian,/wiki/Gidget_Goes_Hawaiian
The Happy Thieves,The Happy Thieves,/wiki/The_Happy_Thieves
The Ladies Man,The Ladies Man,/wiki/The_Ladies_Man
Lover Come Back,Lover Come Back (1961 film),/wiki/Lover_Come_Back_(1961_film)
One Hundred and One Dalmatians,One Hundred and One Dalmatians,/wiki/One_Hundred_and_One_Dalmatians
"One, Two, Three","One, Two, Three","/wiki/One,_Two,_Three"
The Parent Trap,The Parent Trap (1961 film),/wiki/The_Parent_Trap_(1961_film)
Pocketful of Miracles,Pocketful of Miracles,/wiki/Pocketful_of_Miracles
Snow White and the Three Stooges,Snow White and the Three Stooges,/wiki/Snow_White_and_the_Three_Stooges
1962,1962 in film,/wiki/1962_in_film
Boy's Night Out,Boys' Night Out (film),/wiki/Boys%27_Night_Out_(film)
Girls! Girls! Girls!,Girls! Girls! Girls!,/wiki/Girls!_Girls!_Girls!
Hatari!,Hatari!,/wiki/Hatari!
Mr. Hobbs Takes a Vacation,Mr. Hobbs Takes a Vacation,/wiki/Mr._Hobbs_Takes_a_Vacation
The Horizontal Lieutenant,The Horizontal Lieutenant,/wiki/The_Horizontal_Lieutenant
The Road to Hong Kong,The Road to Hong Kong,/wiki/The_Road_to_Hong_Kong
The Three Stooges in Orbit,The Three Stooges in Orbit,/wiki/The_Three_Stooges_in_Orbit
The Three Stooges Meet Hercules,The Three Stooges Meet Hercules,/wiki/The_Three_Stooges_Meet_Hercules
1963,1963 in film,/wiki/1963_in_film
The Courtship of Eddie's Father,The Courtship of Eddie's Father,/wiki/The_Courtship_of_Eddie%27s_Father
Donovan's Reef,Donovan's Reef,/wiki/Donovan%27s_Reef
Fun in Acapulco,Fun in Acapulco,/wiki/Fun_in_Acapulco
"It's a Mad, Mad, Mad, Mad World","It's a Mad, Mad, Mad, Mad World","/wiki/It%27s_a_Mad,_Mad,_Mad,_Mad_World"
McLintock!,McLintock!,/wiki/McLintock!
The Nutty Professor,The Nutty Professor (1963 film),/wiki/The_Nutty_Professor_(1963_film)
The Pink Panther,The Pink Panther (1963 film),/wiki/The_Pink_Panther_(1963_film)
Spencer's Mountain,Spencer's Mountain,/wiki/Spencer%27s_Mountain
The Three Stooges Go Around the World in a Daze,The Three Stooges Go Around the World in a Daze,/wiki/The_Three_Stooges_Go_Around_the_World_in_a_Daze
1964,1964 in film,/wiki/1964_in_film
A Shot in the Dark,A Shot in the Dark (1964 film),/wiki/A_Shot_in_the_Dark_(1964_film)
The Americanization of Emily,The Americanization of Emily,/wiki/The_Americanization_of_Emily
The Brass Bottle,The Brass Bottle (1964 film),/wiki/The_Brass_Bottle_(1964_film)
Dear Heart,Dear Heart,/wiki/Dear_Heart
The Disorderly Orderly,The Disorderly Orderly,/wiki/The_Disorderly_Orderly
Ensign Pulver,Ensign Pulver,/wiki/Ensign_Pulver
Good Neighbor Sam,Good Neighbor Sam,/wiki/Good_Neighbor_Sam
"Kiss Me, Stupid","Kiss Me, Stupid","/wiki/Kiss_Me,_Stupid"
Mary Poppins,Mary Poppins (film),/wiki/Mary_Poppins_(film)
My Fair Lady,My Fair Lady (film),/wiki/My_Fair_Lady_(film)
The Patsy,The Patsy (1964 film),/wiki/The_Patsy_(1964_film)
Send Me No Flowers,Send Me No Flowers,/wiki/Send_Me_No_Flowers
The World of Henry Orient,The World of Henry Orient,/wiki/The_World_of_Henry_Orient
1965,1965 in film,/wiki/1965_in_film
Beach Blanket Bingo,Beach Blanket Bingo,/wiki/Beach_Blanket_Bingo
Boeing Boeing,Boeing Boeing (1965 film),/wiki/Boeing_Boeing_(1965_film)
Cat Ballou,Cat Ballou,/wiki/Cat_Ballou
Dear Brigitte,Dear Brigitte,/wiki/Dear_Brigitte
The Family Jewels,The Family Jewels (film),/wiki/The_Family_Jewels_(film)
The Great Race,The Great Race,/wiki/The_Great_Race
The Hallelujah Trail,The Hallelujah Trail,/wiki/The_Hallelujah_Trail
Harum Scarum,Harum Scarum (film),/wiki/Harum_Scarum_(film)
How to Murder Your Wife,How to Murder Your Wife,/wiki/How_to_Murder_Your_Wife
Love and Kisses,Love and Kisses (film),/wiki/Love_and_Kisses_(film)
The Outlaws IS Coming,The Outlaws Is Coming,/wiki/The_Outlaws_Is_Coming
The Sound of Music,The Sound of Music,/wiki/The_Sound_of_Music
Tickle Me,Tickle Me,/wiki/Tickle_Me
"What's New, Pussycat?","What's New, Pussycat?","/wiki/What%27s_New,_Pussycat%3F"
1966,1966 in film,/wiki/1966_in_film
"Boy, Did I Get a Wrong Number!","Boy, Did I Get a Wrong Number!","/wiki/Boy,_Did_I_Get_a_Wrong_Number!"
"Follow Me, Boys!","Follow Me, Boys!","/wiki/Follow_Me,_Boys!"
The Fortune Cookie,The Fortune Cookie,/wiki/The_Fortune_Cookie
Frankie and Johnny,Frankie and Johnny (1966 film),/wiki/Frankie_and_Johnny_(1966_film)
The Ghost and Mr. Chicken,The Ghost and Mr. Chicken,/wiki/The_Ghost_and_Mr._Chicken
Murderers' Row,Murderers' Row (film),/wiki/Murderers%27_Row_(film)
Our Man Flint,Our Man Flint,/wiki/Our_Man_Flint
"Paradise, Hawaiian Style","Paradise, Hawaiian Style","/wiki/Paradise,_Hawaiian_Style"
"The Russians Are Coming, the Russians Are Coming","The Russians Are Coming, the Russians Are Coming","/wiki/The_Russians_Are_Coming,_the_Russians_Are_Coming"
The Silencers,The Silencers (film),/wiki/The_Silencers_(film)
Spinout,Spinout (film),/wiki/Spinout_(film)
The Trouble with Angels (film),The Trouble with Angels (film),/wiki/The_Trouble_with_Angels_(film)
Walk Don't Run,Walk Don't Run,/wiki/Walk_Don%27t_Run
Way...Way Out,Way...Way Out,/wiki/Way...Way_Out
"What's Up, Tiger Lily?","What's Up, Tiger Lily?","/wiki/What%27s_Up,_Tiger_Lily%3F"
1967,1967 in film,/wiki/1967_in_film
The Ambushers,The Ambushers (film),/wiki/The_Ambushers_(film)
Barefoot in the Park,Barefoot in the Park (film),/wiki/Barefoot_in_the_Park_(film)
The Big Mouth,The Big Mouth,/wiki/The_Big_Mouth
David Holzman's Diary,David Holzman's Diary,/wiki/David_Holzman%27s_Diary
Don't Make Waves,Don't Make Waves,/wiki/Don%27t_Make_Waves
The Graduate,The Graduate,/wiki/The_Graduate
Guess Who's Coming to Dinner,Guess Who's Coming to Dinner,/wiki/Guess_Who%27s_Coming_to_Dinner
The Happening,The Happening (1967 film),/wiki/The_Happening_(1967_film)
The Jungle Book,The Jungle Book (1967 film),/wiki/The_Jungle_Book_(1967_film)
Luv,Luv (film),/wiki/Luv_(film)
Mars Needs Women,Mars Needs Women,/wiki/Mars_Needs_Women
The President's Analyst,The President's Analyst,/wiki/The_President%27s_Analyst
The Reluctant Astronaut,The Reluctant Astronaut,/wiki/The_Reluctant_Astronaut
1968,1968 in film,/wiki/1968_in_film
"Don't Raise the Bridge, Lower the River","Don't Raise the Bridge, Lower the River","/wiki/Don%27t_Raise_the_Bridge,_Lower_the_River"
Funny Girl,Funny Girl (film),/wiki/Funny_Girl_(film)
Greetings,Greetings (1968 film),/wiki/Greetings_(1968_film)
Inspector Clouseau,Inspector Clouseau (film),/wiki/Inspector_Clouseau_(film)
"Live a Little, Love a Little","Live a Little, Love a Little","/wiki/Live_a_Little,_Love_a_Little"
The Odd Couple,The Odd Couple (film),/wiki/The_Odd_Couple_(film)
The Party,The Party (1968 film),/wiki/The_Party_(1968_film)
The Producers,The Producers (1968 film),/wiki/The_Producers_(1968_film)
The Secret War of Harry Frigg,The Secret War of Harry Frigg,/wiki/The_Secret_War_of_Harry_Frigg
The Shakiest Gun in the West,The Shakiest Gun in the West,/wiki/The_Shakiest_Gun_in_the_West
Skidoo,Skidoo (film),/wiki/Skidoo_(film)
"Stay Away, Joe","Stay Away, Joe","/wiki/Stay_Away,_Joe"
"Where Angels Go, Trouble Follows","Where Angels Go, Trouble Follows","/wiki/Where_Angels_Go,_Trouble_Follows"
1969,1969 in film,/wiki/1969_in_film
Angel in My Pocket,Angel in My Pocket,/wiki/Angel_in_My_Pocket
The April Fools,The April Fools,/wiki/The_April_Fools
Bob & Carol & Ted & Alice,Bob & Carol & Ted & Alice,/wiki/Bob_%26_Carol_%26_Ted_%26_Alice
Cactus Flower,Cactus Flower (film),/wiki/Cactus_Flower_(film)
Change of Habit,Change of Habit,/wiki/Change_of_Habit
Don't Drink the Water,Don't Drink the Water (1969 film),/wiki/Don%27t_Drink_the_Water_(1969_film)
"Hello, Dolly!","Hello, Dolly! (film)","/wiki/Hello,_Dolly!_(film)"
Putney Swope,Putney Swope,/wiki/Putney_Swope
The Reivers,The Reivers,/wiki/The_Reivers
Support Your Local Sheriff!,Support Your Local Sheriff!,/wiki/Support_Your_Local_Sheriff!
Take the Money and Run,Take the Money and Run,/wiki/Take_the_Money_and_Run
The Trouble with Girls,The Trouble with Girls (film),/wiki/The_Trouble_with_Girls_(film)
The Wrecking Crew,The Wrecking Crew (1969 film),/wiki/The_Wrecking_Crew_(1969_film)
1970,1970 in film,/wiki/1970_in_film
The Aristocats,The Aristocats,/wiki/The_Aristocats
Catch-22,Catch-22 (film),/wiki/Catch-22_(film)
The Cheyenne Social Club,The Cheyenne Social Club,/wiki/The_Cheyenne_Social_Club
The Computer Wore Tennis Shoes,The Computer Wore Tennis Shoes,/wiki/The_Computer_Wore_Tennis_Shoes
"Hi, Mom!","Hi, Mom!","/wiki/Hi,_Mom!"
MASH,MASH (film),/wiki/MASH_(film)
Myra Breckinridge,Myra Breckinridge (film),/wiki/Myra_Breckinridge_(film)
The Out-of-Towners,The Out-of-Towners (1970 film),/wiki/The_Out-of-Towners_(1970_film)
Start the Revolution Without Me,Start the Revolution Without Me,/wiki/Start_the_Revolution_Without_Me
There Was a Crooked Man...,There Was a Crooked Man...,/wiki/There_Was_a_Crooked_Man...
Which Way to the Front?,Which Way to the Front?,/wiki/Which_Way_to_the_Front%3F
1971,1971 in film,/wiki/1971_in_film
200 Motels,200 Motels,/wiki/200_Motels
B.S. I Love You,B.S. I Love You,/wiki/B.S._I_Love_You
Bananas,Bananas (film),/wiki/Bananas_(film)
The Barefoot Executive,The Barefoot Executive,/wiki/The_Barefoot_Executive
Carnal Knowledge,Carnal Knowledge (film),/wiki/Carnal_Knowledge_(film)
"Happy Birthday, Wanda June","Happy Birthday, Wanda June","/wiki/Happy_Birthday,_Wanda_June"
Harold and Maude,Harold and Maude,/wiki/Harold_and_Maude
The Hospital,The Hospital,/wiki/The_Hospital
They Might Be Giants (film),They Might Be Giants (film),/wiki/They_Might_Be_Giants_(film)
A New Leaf,A New Leaf (film),/wiki/A_New_Leaf_(film)
Support Your Local Gunfighter!,Support Your Local Gunfighter!,/wiki/Support_Your_Local_Gunfighter!
Who Is Harry Kellerman and Why Is He Saying Those Terrible Things About Me?,Who Is Harry Kellerman and Why Is He Saying Those Terrible Things About Me?,/wiki/Who_Is_Harry_Kellerman_and_Why_Is_He_Saying_Those_Terrible_Things_About_Me%3F
1972,1972 in film,/wiki/1972_in_film
Another Nice Mess,Another Nice Mess,/wiki/Another_Nice_Mess
Avanti!,Avanti!,/wiki/Avanti!
Everything You Always Wanted to Know About Sex* (*But Were Afraid to Ask),Everything You Always Wanted to Know About Sex* (*But Were Afraid to Ask) (film),/wiki/Everything_You_Always_Wanted_to_Know_About_Sex*_(*But_Were_Afraid_to_Ask)_(film)
Fritz the Cat,Fritz the Cat (film),/wiki/Fritz_the_Cat_(film)
The Heartbreak Kid,The Heartbreak Kid (1972 film),/wiki/The_Heartbreak_Kid_(1972_film)
"Now You See Him, Now You Don't","Now You See Him, Now You Don't","/wiki/Now_You_See_Him,_Now_You_Don%27t"
Pink Flamingos,Pink Flamingos,/wiki/Pink_Flamingos
"Play It Again, Sam","Play It Again, Sam (1972 film)","/wiki/Play_It_Again,_Sam_(1972_film)"
Snoopy Come Home,Snoopy Come Home,/wiki/Snoopy_Come_Home
"What's Up, Doc?","What's Up, Doc? (1972 film)","/wiki/What%27s_Up,_Doc%3F_(1972_film)"
1973,1973 in film,/wiki/1973_in_film
American Graffiti,American Graffiti,/wiki/American_Graffiti
Blume in Love,Blume in Love,/wiki/Blume_in_Love
Cops and Robbers,Cops and Robbers (1973 film),/wiki/Cops_and_Robbers_(1973_film)
Five on the Black Hand Side,Five on the Black Hand Side,/wiki/Five_on_the_Black_Hand_Side
The Last Detail,The Last Detail,/wiki/The_Last_Detail
Paper Moon,Paper Moon (film),/wiki/Paper_Moon_(film)
Sleeper,Sleeper (1973 film),/wiki/Sleeper_(1973_film)
The Sting,The Sting,/wiki/The_Sting
1974,1974 in film,/wiki/1974_in_film
Blazing Saddles,Blazing Saddles,/wiki/Blazing_Saddles
Dark Star,Dark Star (film),/wiki/Dark_Star_(film)
Down and Dirty Duck,Down and Dirty Duck,/wiki/Down_and_Dirty_Duck
Flesh Gordon,Flesh Gordon,/wiki/Flesh_Gordon
Ginger in the Morning,Ginger in the Morning,/wiki/Ginger_in_the_Morning
The Groove Tube,The Groove Tube,/wiki/The_Groove_Tube
Harry and Tonto,Harry and Tonto,/wiki/Harry_and_Tonto
Herbie Rides Again,Herbie Rides Again,/wiki/Herbie_Rides_Again
The Longest Yard,The Longest Yard (1974 film),/wiki/The_Longest_Yard_(1974_film)
The Nine Lives of Fritz the Cat,The Nine Lives of Fritz the Cat,/wiki/The_Nine_Lives_of_Fritz_the_Cat
Phantom of the Paradise,Phantom of the Paradise,/wiki/Phantom_of_the_Paradise
The Thorn,The Thorn,/wiki/The_Thorn
Uptown Saturday Night,Uptown Saturday Night,/wiki/Uptown_Saturday_Night
Young Frankenstein,Young Frankenstein,/wiki/Young_Frankenstein
1975,1975 in film,/wiki/1975_in_film
The Adventure of Sherlock Holmes' Smarter Brother,The Adventure of Sherlock Holmes' Smarter Brother,/wiki/The_Adventure_of_Sherlock_Holmes%27_Smarter_Brother
The Apple Dumpling Gang,The Apple Dumpling Gang,/wiki/The_Apple_Dumpling_Gang
The Fortune,The Fortune,/wiki/The_Fortune
Love and Death,Love and Death,/wiki/Love_and_Death
Rooster Cogburn,Rooster Cogburn (film),/wiki/Rooster_Cogburn_(film)
Shampoo,Shampoo (film),/wiki/Shampoo_(film)
The Strongest Man in the World,The Strongest Man in the World,/wiki/The_Strongest_Man_in_the_World
The Sunshine Boys,The Sunshine Boys (1975 film),/wiki/The_Sunshine_Boys_(1975_film)
1976,1976 in film,/wiki/1976_in_film
The Bad News Bears,The Bad News Bears,/wiki/The_Bad_News_Bears
The Big Bus,The Big Bus,/wiki/The_Big_Bus
Cannonball,Cannonball (film),/wiki/Cannonball_(film)
Car Wash,Car Wash (film),/wiki/Car_Wash_(film)
"Chesty Anderson, USN","Chesty Anderson, USN","/wiki/Chesty_Anderson,_USN"
Family Plot,Family Plot,/wiki/Family_Plot
The Gumball Rally,The Gumball Rally,/wiki/The_Gumball_Rally
Gus,Gus (1976 film),/wiki/Gus_(1976_film)
Murder by Death,Murder by Death,/wiki/Murder_by_Death
Nickelodeon,Nickelodeon (film),/wiki/Nickelodeon_(film)
The Shaggy D.A.,The Shaggy D.A.,/wiki/The_Shaggy_D.A.
Silent Movie,Silent Movie,/wiki/Silent_Movie
Silver Streak,Silver Streak (1976 film),/wiki/Silver_Streak_(1976_film)
Tunnel Vision,Tunnel Vision (1976 film),/wiki/Tunnel_Vision_(1976_film)
1977,1977 in film,/wiki/1977_in_film
Annie Hall,Annie Hall,/wiki/Annie_Hall
The Bad News Bears in Breaking Training,The Bad News Bears in Breaking Training,/wiki/The_Bad_News_Bears_in_Breaking_Training
Candleshoe,Candleshoe,/wiki/Candleshoe
Grand Theft Auto,Grand Theft Auto (film),/wiki/Grand_Theft_Auto_(film)
Handle With Care,Handle with Care (1977 film),/wiki/Handle_with_Care_(1977_film)
Herbie Goes to Monte Carlo,Herbie Goes to Monte Carlo,/wiki/Herbie_Goes_to_Monte_Carlo
Heroes,Heroes (1977 film),/wiki/Heroes_(1977_film)
High Anxiety,High Anxiety,/wiki/High_Anxiety
The Kentucky Fried Movie,The Kentucky Fried Movie,/wiki/The_Kentucky_Fried_Movie
The Last Remake of Beau Geste,The Last Remake of Beau Geste,/wiki/The_Last_Remake_of_Beau_Geste
The Many Adventures of Winnie the Pooh,The Many Adventures of Winnie the Pooh,/wiki/The_Many_Adventures_of_Winnie_the_Pooh
"Oh, God!","Oh, God! (film)","/wiki/Oh,_God!_(film)"
A Piece of the Action,A Piece of the Action (film),/wiki/A_Piece_of_the_Action_(film)
"Race for Your Life, Charlie Brown","Race for Your Life, Charlie Brown","/wiki/Race_for_Your_Life,_Charlie_Brown"
Smokey and the Bandit,Smokey and the Bandit,/wiki/Smokey_and_the_Bandit
1978,1978 in film,/wiki/1978_in_film
The Bad News Bears Go to Japan,The Bad News Bears Go to Japan,/wiki/The_Bad_News_Bears_Go_to_Japan
California Suite,California Suite (film),/wiki/California_Suite_(film)
The Cat from Outer Space,The Cat from Outer Space,/wiki/The_Cat_from_Outer_Space
Corvette Summer,Corvette Summer,/wiki/Corvette_Summer
The End,The End (1978 film),/wiki/The_End_(1978_film)
Every Which Way But Loose,Every Which Way but Loose (film),/wiki/Every_Which_Way_but_Loose_(film)
Girlfriends,Girlfriends (1978 film),/wiki/Girlfriends_(1978_film)
Goin' South,Goin' South,/wiki/Goin%27_South
Heaven Can Wait,Heaven Can Wait (1978 film),/wiki/Heaven_Can_Wait_(1978_film)
Hooper,Hooper (film),/wiki/Hooper_(film)
Hot Lead and Cold Feet,Hot Lead and Cold Feet,/wiki/Hot_Lead_and_Cold_Feet
National Lampoon's Animal House,National Lampoon's Animal House,/wiki/National_Lampoon%27s_Animal_House
Rabbit Test,Rabbit Test (film),/wiki/Rabbit_Test_(film)
Sextette,Sextette,/wiki/Sextette
Up in Smoke,Up in Smoke,/wiki/Up_in_Smoke
A Wedding,A Wedding (1978 film),/wiki/A_Wedding_(1978_film)
1979,1979 in film,/wiki/1979_in_film
10,10 (film),/wiki/10_(film)
1941,1941 (film),/wiki/1941_(film)
Americathon,Americathon,/wiki/Americathon
The Apple Dumpling Gang Rides Again,The Apple Dumpling Gang Rides Again,/wiki/The_Apple_Dumpling_Gang_Rides_Again
Being There,Being There,/wiki/Being_There
Breaking Away,Breaking Away,/wiki/Breaking_Away
The Frisco Kid,The Frisco Kid,/wiki/The_Frisco_Kid
The In-Laws,The In-Laws (1979 film),/wiki/The_In-Laws_(1979_film)
The Jerk,The Jerk (film),/wiki/The_Jerk_(film)
The Main Event,The Main Event (1979 film),/wiki/The_Main_Event_(1979_film)
Manhattan,Manhattan (film),/wiki/Manhattan_(film)
The Muppet Movie,The Muppet Movie,/wiki/The_Muppet_Movie
The North Avenue Irregulars,The North Avenue Irregulars,/wiki/The_North_Avenue_Irregulars
Real Life,Real Life (1979 film),/wiki/Real_Life_(1979_film)
Rock 'n' Roll High School,Rock 'n' Roll High School,/wiki/Rock_%27n%27_Roll_High_School
Starting Over,Starting Over (1979 film),/wiki/Starting_Over_(1979_film)
The Villain,The Villain (1979 film),/wiki/The_Villain_(1979_film)
9 to 5,9 to 5 (film),/wiki/9_to_5_(film)
Airplane!,Airplane!,/wiki/Airplane!
Any Which Way You Can,Any Which Way You Can,/wiki/Any_Which_Way_You_Can
"Bon Voyage, Charlie Brown (and Don't Come Back!!)","Bon Voyage, Charlie Brown (and Don't Come Back!!)","/wiki/Bon_Voyage,_Charlie_Brown_(and_Don%27t_Come_Back!!)"
The Blues Brothers,The Blues Brothers (film),/wiki/The_Blues_Brothers_(film)
Caddyshack,Caddyshack,/wiki/Caddyshack
Can't Stop the Music,Can't Stop the Music,/wiki/Can%27t_Stop_the_Music
Cheech & Chong's Next Movie,Cheech & Chong's Next Movie,/wiki/Cheech_%26_Chong%27s_Next_Movie
Foolin' Around,Foolin' Around,/wiki/Foolin%27_Around
Galaxina,Galaxina,/wiki/Galaxina
Hopscotch,Hopscotch (film),/wiki/Hopscotch_(film)
How to Beat the High Co$t of Living,How to Beat the High Co$t of Living,/wiki/How_to_Beat_the_High_Co$t_of_Living
The Last Married Couple in America,The Last Married Couple in America,/wiki/The_Last_Married_Couple_in_America
Little Darlings,Little Darlings,/wiki/Little_Darlings
Melvin and Howard,Melvin and Howard,/wiki/Melvin_and_Howard
Midnight Madness,Midnight Madness (1980 film),/wiki/Midnight_Madness_(1980_film)
The Nude Bomb,The Nude Bomb,/wiki/The_Nude_Bomb
Popeye,Popeye (film),/wiki/Popeye_(film)
Private Benjamin,Private Benjamin (1980 film),/wiki/Private_Benjamin_(1980_film)
The Private Eyes,The Private Eyes (1980 film),/wiki/The_Private_Eyes_(1980_film)
Seems Like Old Times,Seems Like Old Times (film),/wiki/Seems_Like_Old_Times_(film)
Serial,Serial (1980 film),/wiki/Serial_(1980_film)
Smokey and the Bandit II,Smokey and the Bandit II,/wiki/Smokey_and_the_Bandit_II
Stardust Memories,Stardust Memories,/wiki/Stardust_Memories
Stir Crazy,Stir Crazy (film),/wiki/Stir_Crazy_(film)
The Stunt Man,The Stunt Man,/wiki/The_Stunt_Man
Up the Academy,Up the Academy,/wiki/Up_the_Academy
Used Cars,Used Cars,/wiki/Used_Cars
All Night Long,All Night Long (1981 film),/wiki/All_Night_Long_(1981_film)
Cannonball Run,The Cannonball Run (film),/wiki/The_Cannonball_Run_(film)
Carbon Copy,Carbon Copy (film),/wiki/Carbon_Copy_(film)
Caveman,Caveman (film),/wiki/Caveman_(film)
Chu Chu and the Philly Flash,Chu Chu and the Philly Flash,/wiki/Chu_Chu_and_the_Philly_Flash
Condorman,Condorman,/wiki/Condorman
The Devil and Max Devlin,The Devil and Max Devlin,/wiki/The_Devil_and_Max_Devlin
Going Ape!,Going Ape!,/wiki/Going_Ape!
Hardly Working,Hardly Working,/wiki/Hardly_Working
Heartbeeps,Heartbeeps,/wiki/Heartbeeps
The History of the World Part 1,The History of the World Part 1,/wiki/The_History_of_the_World_Part_1
The Incredible Shrinking Woman,The Incredible Shrinking Woman,/wiki/The_Incredible_Shrinking_Woman
Modern Problems,Modern Problems,/wiki/Modern_Problems
Neighbors,Neighbors (1981 film),/wiki/Neighbors_(1981_film)
On the Right Track,On the Right Track,/wiki/On_the_Right_Track
Paternity,Paternity (film),/wiki/Paternity_(film)
Porky's,Porky's,/wiki/Porky%27s
Private Lessons,Private Lessons (1981 film),/wiki/Private_Lessons_(1981_film)
Saturday the 14th,Saturday the 14th,/wiki/Saturday_the_14th
Shock Treatment,Shock Treatment,/wiki/Shock_Treatment
Stripes,Stripes (film),/wiki/Stripes_(film)
Take This Job and Shove It,Take This Job and Shove It (film),/wiki/Take_This_Job_and_Shove_It_(film)
Under the Rainbow,Under the Rainbow,/wiki/Under_the_Rainbow
"Zorro, The Gay Blade","Zorro, The Gay Blade","/wiki/Zorro,_The_Gay_Blade"
48 Hrs.,48 Hrs.,/wiki/48_Hrs.
Airplane II: The Sequel,Airplane II: The Sequel,/wiki/Airplane_II:_The_Sequel
Creepshow,Creepshow,/wiki/Creepshow
Dead Men Don't Wear Plaid,Dead Men Don't Wear Plaid,/wiki/Dead_Men_Don%27t_Wear_Plaid
Diner,Diner (1982 film),/wiki/Diner_(1982_film)
E.T. The Extra-Terrestrial,E.T. The Extra-Terrestrial,/wiki/E.T._The_Extra-Terrestrial
Eating Raoul,Eating Raoul,/wiki/Eating_Raoul
Fast Times at Ridgemont High,Fast Times at Ridgemont High,/wiki/Fast_Times_at_Ridgemont_High
It Came from Hollywood,It Came from Hollywood,/wiki/It_Came_from_Hollywood
Jinxed!,Jinxed!,/wiki/Jinxed!
My Favorite Year,My Favorite Year,/wiki/My_Favorite_Year
Night Shift,Night Shift (1982 film),/wiki/Night_Shift_(1982_film)
Pandemonium,Pandemonium (1982 film),/wiki/Pandemonium_(1982_film)
Porky's,Porky's,/wiki/Porky%27s
They Call Me Bruce?,They Call Me Bruce?,/wiki/They_Call_Me_Bruce%3F
Tootsie,Tootsie,/wiki/Tootsie
The Toy,The Toy (1982 film),/wiki/The_Toy_(1982_film)
Trail of the Pink Panther,Trail of the Pink Panther,/wiki/Trail_of_the_Pink_Panther
The World According to Garp,The World According to Garp,/wiki/The_World_According_to_Garp
Zapped!,Zapped!,/wiki/Zapped!
A Christmas Story,A Christmas Story,/wiki/A_Christmas_Story
Curse of the Pink Panther,Curse of the Pink Panther,/wiki/Curse_of_the_Pink_Panther
D.C. Cab,D.C. Cab,/wiki/D.C._Cab
Deal of the Century,Deal of the Century,/wiki/Deal_of_the_Century
Doctor Detroit,Doctor Detroit,/wiki/Doctor_Detroit
Losin' It,Losin' It,/wiki/Losin%27_It
The Man Who Loved Women,The Man Who Loved Women (1983 film),/wiki/The_Man_Who_Loved_Women_(1983_film)
The Man With Two Brains,The Man With Two Brains,/wiki/The_Man_With_Two_Brains
Mr. Mom,Mr. Mom,/wiki/Mr._Mom
National Lampoon's Vacation,National Lampoon's Vacation,/wiki/National_Lampoon%27s_Vacation
Porky's II: The Next Day,Porky's II: The Next Day,/wiki/Porky%27s_II:_The_Next_Day
"Reuben, Reuben","Reuben, Reuben","/wiki/Reuben,_Reuben"
Risky Business,Risky Business,/wiki/Risky_Business
Smokey and the Bandit Part 3,Smokey and the Bandit Part 3,/wiki/Smokey_and_the_Bandit_Part_3
